,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1511899405493981186,1511899405493981186,2022-04-07 09:51:22 WIB,2022-04-07,09:51:22,700,2811300588,indowarta1,indowarta.co,,KPK Disarankan Tancap Gas Naikkan Status Kasus Formula E ke Penyidikan agar Tak Dituding sebagai Alat Politik Jegal Anies di Pilpres 2024  https://t.co/btOusKtT6c,in,[],['https://tribunrakyat.com/22476/07/04/2022/kpk-disarankan-tancap-gas-naikkan-status-kasus-formula-e-ke-penyidikan-agar-tak-dituding-sebagai-alat-politik-jegal-anies-di-pilpres-2024.html'],[],0,0,0,[],[],https://twitter.com/indowarta1/status/1511899405493981186,False,,0,,,,,,,,[],,,,
11,1511899396136476673,1511899396136476673,2022-04-07 09:51:20 WIB,2022-04-07,09:51:20,700,916280604,tribunrakyat,Tribun Rakyat,,KPK Disarankan Tancap Gas Naikkan Status Kasus Formula E ke Penyidikan agar Tak Dituding sebagai Alat Politik Jegal Anies di Pilpres 2024  https://t.co/ihOYofDkic,in,[],['https://tribunrakyat.com/22476/07/04/2022/kpk-disarankan-tancap-gas-naikkan-status-kasus-formula-e-ke-penyidikan-agar-tak-dituding-sebagai-alat-politik-jegal-anies-di-pilpres-2024.html'],[],0,0,0,[],[],https://twitter.com/TribunRakyat/status/1511899396136476673,False,,0,,,,,,,,[],,,,
12,1511885389564616708,1511703356712316934,2022-04-07 08:55:41 WIB,2022-04-07,08:55:41,700,117232448,andypaijosuryad,andy paijo,,"@proletarsusah ha ha bnyk yg sepakat ada aksi spanduk tsb mngkn krn yg dikritisi beda kubu, coba yg pertama ada pas pak anies ceramah ada yg bawa spanduk savemunjul atau usut formula E pd panas dalam ga? 😅 jd kalian mau memakmlumkn msjd jd ajang gaduh kyk di twiteer ini?",in,[],[],[],0,0,0,[],[],https://twitter.com/andypaijosuryad/status/1511885389564616708,False,,0,,,,,,,,"[{'screen_name': 'proletarsusah', 'name': 'aye aye', 'id': '1175777067322884096'}]",,,,
13,1511877620031438850,1511877620031438850,2022-04-07 08:24:48 WIB,2022-04-07,08:24:48,700,1462330927858667639,cahutan,CahUtan🇮🇩,," https://t.co/CJ0pw6Hu0O Klo dilaporin dalangnya siapa, apa @KPK_RI brani ngusut+nangkap? Wong kasus formula e dkk di Jakarta aja di diemin 😅😅😅, apa lg kasus ini 😅",in,"[{'screen_name': 'kpk_ri', 'name': 'kpk', 'id': '104714478'}]",['https://nasional.tempo.co/amp/1578786/kpk-buka-pintu-untuk-angelina-sondakh-laporkan-dalang-kasus-hambalang'],[],0,0,0,[],[],https://twitter.com/CahUtan/status/1511877620031438850,False,,0,,,,,,,,[],,,,
14,1511875576621338630,1511698925685645315,2022-04-07 08:16:41 WIB,2022-04-07,08:16:41,700,1076439393823449091,luthfi_nashrul,💟 Luthfy 🇮🇩,,"@Adi_8002 Kadrun mau demo"" di jakarta, sementara gubernurnya punya hajatan formula e. 😂",in,[],[],[],0,0,0,[],[],https://twitter.com/Luthfi_nashrul/status/1511875576621338630,False,,0,,,,,,,,"[{'screen_name': 'Adi_8002', 'name': 'ADITAMA', 'id': '1249028224887054339'}]",,,,
15,1511875337432743936,1511875337432743936,2022-04-07 08:15:44 WIB,2022-04-07,08:15:44,700,2348078173,dionedone,Dion,,OPEN PROMOTE 🇮🇩🇮🇩🇮🇩Ketika Followers suaranya dipadukan maka kebersamaan menjadi pilihan❤❤❤💞💞🌹🌹 #UjarPolitik #DuniaFolback  Selancarlah bersamaku🏄🏻 @dionedone  🏎🏎Akankah Formula E menjadi ajang pilihan warga Jakarta?👥👥👥  @el_azp  @0m_Gatot  @K444Dhek  @IBRAHIMCruise  https://t.co/BeE5PE0Cue,in,"[{'screen_name': 'dionedone', 'name': 'dion', 'id': '2348078173'}, {'screen_name': 'el_azp', 'name': 'el lesmana', 'id': '2491721863'}, {'screen_name': '0m_gatot', 'name': 'om gatot', 'id': '2612749099'}, {'screen_name': 'k444dhek', 'name': 'rusdi kadhek', 'id': '809169169404960768'}, {'screen_name': 'ibrahimcruise', 'name': 'eth🅰n', 'id': '1308841095153872896'}]",[],['https://pbs.twimg.com/media/FPtCmvBakAIiGvg.jpg'],2,3,6,"['ujarpolitik', 'duniafolback']",[],https://twitter.com/dionedone/status/1511875337432743936,False,,1,https://pbs.twimg.com/media/FPtCmvBakAIiGvg.jpg,,,,,,,[],,,,
16,1511870643079311367,1511671620892762122,2022-04-07 07:57:05 WIB,2022-04-07,07:57:05,700,3277604412,kus_new,glow dark,,@walbinladen @satrmadangkara @lulus_naning @alyan_syam @musniumar Lokasi ini udah jadi sircuit formula E. Mantap pak Anies,in,[],[],[],0,0,0,[],[],https://twitter.com/kus_new/status/1511870643079311367,False,,0,,,,,,,,"[{'screen_name': 'walbinladen', 'name': 'udin bin laden', 'id': '1419705032988000256'}, {'screen_name': 'satrmadangkara', 'name': 'Satria Madangkara', 'id': '73744814'}, {'screen_name': 'lulus_naning', 'name': 'Lulus Naning S', 'id': '1154595935306993664'}, {'screen_name': 'alyan_syam', 'name': 'Alyan Syam', 'id': '1505102169137037315'}, {'screen_name': 'musniumar', 'name': 'Musni Umar', 'id': '114697372'}]",,,,
17,1511835060613238784,1511835060613238784,2022-04-07 05:35:41 WIB,2022-04-07,05:35:41,700,1349788107852316678,mediamonitor21,MediaMonitoring,,Jakpro Serahkan Panita Kaji Harga Tiket Formula E Jakarta 2022  https://t.co/finvmHq0U0,in,[],['https://www.liputan6.com/news/read/4932080/jakpro-serahkan-panita-kaji-harga-tiket-formula-e-jakarta-2022?utm_source=dlvr.it&utm_medium=twitter'],[],0,3,0,[],[],https://twitter.com/mediamonitor21/status/1511835060613238784,False,,0,,,,,,,,[],,,,
18,1511833927043850244,1511833927043850244,2022-04-07 05:31:11 WIB,2022-04-07,05:31:11,700,47596019,liputan6dotcom,Liputan6.com,,Jakpro Serahkan Panita Kaji Harga Tiket Formula E Jakarta 2022  https://t.co/QlklNRdjlC,in,[],['http://dlvr.it/SN621j'],[],0,0,2,[],[],https://twitter.com/liputan6dotcom/status/1511833927043850244,False,,0,,,,,,,,[],,,,
19,1511762798908379136,1511762798908379136,2022-04-07 00:48:33 WIB,2022-04-07,00:48:33,700,23343960,kompascom,Kompas.com,,PT Jakarta Propertindo (Jakpro) menyatakan sejauh ini masih mengkaji harga tiket balap mobil listrik Formula E  https://t.co/ghPVnX6xUO,in,[],['http://dlvr.it/SN5LrB'],[],1,1,4,[],[],https://twitter.com/kompascom/status/1511762798908379136,False,,0,,,,,,,,[],,,,
20,1511746903230189571,1511746903230189571,2022-04-06 23:45:23 WIB,2022-04-06,23:45:23,700,1308817261684092929,kevynsaverio,Bang Mus,,"60 Hari Jelang Formula E Jakarta, Penjualan Tiket Molor Lima Bulan dari Rencana Awal  Aku sudah beli tiket, kalian sudah punya atau belum? Contoh kalimat dlm iklan jual tiket Formula E  https://t.co/9Md2fcfe8T",in,[],['https://megapolitan.kompas.com/read/2022/04/05/09100511/60-hari-jelang-formula-e-jakarta-penjualan-tiket-molor-lima-bulan-dari?utm_source=Twitter&utm_medium=Refferal&utm_campaign=Sticky_Mobile'],[],0,0,2,[],[],https://twitter.com/kevynsaverio/status/1511746903230189571,False,,0,,,,,,,,[],,,,
21,1511745986829303810,1511745986829303810,2022-04-06 23:41:44 WIB,2022-04-06,23:41:44,700,1282594653015953408,conannkri,Day Hawk,,"Jelang Formula E Jakarta: Sirkuit Belum Rampung, Sponsor Tak Kunjung Dapat? Tapi buzzer Anies sudah joget joget kegirangan 😜🤣🤣  https://t.co/CdknCU4gDl",in,[],[],['https://pbs.twimg.com/media/FPrM9pSVkAYg1Yf.jpg'],0,1,1,[],[],https://twitter.com/ConanNKRI/status/1511745986829303810,False,https://twitter.com/abu_waras/status/1511636931947692035,1,https://pbs.twimg.com/media/FPrM9pSVkAYg1Yf.jpg,,,,,,,[],,,,
22,1511745223084314626,1511744727120429060,2022-04-06 23:38:42 WIB,2022-04-06,23:38:42,700,1453683070654050307,komediugm,Komedi Mahasiswa (KM) UGM,,Njenengan ingin protes Anies yg ngotot bikin Formula E pas dia kultum nanti? Atau demo Sultan soal Gubernur yg ga ganti2? Silakan saja.   Halaman debatnya ada pd substansi protesnya nanti.,in,[],[],[],1,1,21,[],[],https://twitter.com/komediugm/status/1511745223084314626,False,,0,,,,,,,,[],,,,
23,1511732750952239108,1511636931947692035,2022-04-06 22:49:09 WIB,2022-04-06,22:49:09,700,35432118,richworld,Rich Zhuang,,@abu_waras Kita sih pengennya jadi dan sukses buat formula e. Jangan sampe gagal dan bikin malu jakarta dong.,in,[],[],[],0,0,0,[],[],https://twitter.com/richworld/status/1511732750952239108,False,,0,,,,,,,,"[{'screen_name': 'abu_waras', 'name': '🇲🇨 Lambe Waras 🇲🇨', 'id': '2905814730'}]",,,,
24,1511729206559862790,1511729206559862790,2022-04-06 22:35:04 WIB,2022-04-06,22:35:04,700,1479847820135833600,jakartadaily_en,Jakarta Daily,,PDIP Politician Criticizes Formula E Circuit Project - Jakarta Daily  https://t.co/AguWx1rHle,ro,[],['https://www.jakartadaily.id/local/pr-1623156744/pdip-politician-criticizes-formula-e-circuit-project?utm_source=dlvr.it&utm_medium=twitter'],[],0,4,0,[],[],https://twitter.com/JakartaDaily_En/status/1511729206559862790,False,,0,,,,,,,,[],,,,
25,1511723639452110849,1511723639452110849,2022-04-06 22:12:56 WIB,2022-04-06,22:12:56,700,1411204890106335237,bradharizz,#BradHarizz,,"Sirkuit Formula E di Ancol Jakarta Utara dgn pemandangan pantai dah mau slesai nih, keren ora bonk @psi_id 😂  https://t.co/ogarRIwa75",in,"[{'screen_name': 'psi_id', 'name': 'dpp psi', 'id': '3102442327'}]",[],['https://pbs.twimg.com/media/FPq4oYwaQAM1vZs.jpg'],0,1,8,[],[],https://twitter.com/BradHarizz/status/1511723639452110849,False,,1,https://pbs.twimg.com/media/FPq4oYwaQAM1vZs.jpg,,,,,,,[],,,,
26,1511722050737799170,1511722050737799170,2022-04-06 22:06:37 WIB,2022-04-06,22:06:37,700,820710320,eltonjkt,Habib Devil,,Yakin Formula E bisa bikin Anies nyapres ?,tl,[],[],[],0,0,0,[],[],https://twitter.com/eltonJKT/status/1511722050737799170,False,https://twitter.com/abu_waras/status/1511636931947692035,0,,,,,,,,[],,,,
27,1511721704866807814,1511721704866807814,2022-04-06 22:05:15 WIB,2022-04-06,22:05:15,700,598959076,20detik,20DETIK,,Tok! Tiket Formula E Jakarta Akan Dijual Mulai dari Rp 350 Ribu  https://t.co/27f4zKAkIJ,in,[],['https://20.detik.com/otobuzz/20220406-220406135/tok-tiket-formula-e-jakarta-akan-dijual-mulai-dari-rp-350-ribu??utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=20detik'],[],0,0,0,[],[],https://twitter.com/20detik/status/1511721704866807814,False,,0,,,,,,,,[],,,,
28,1511706129797156872,1511706129797156872,2022-04-06 21:03:22 WIB,2022-04-06,21:03:22,700,1511663453533966343,news35683658,News_,,"Harga Tiket Formula E Jakarta, Mulai 350 Ribuan  https://t.co/Xf69WR9ufT",in,[],['https://newsmixed.com/harga-tiket-formula-e-jakarta-mulai-350-ribuan/'],[],0,0,0,[],[],https://twitter.com/News35683658/status/1511706129797156872,False,,0,,,,,,,,[],,,,
29,1511706005725495304,1511706005725495304,2022-04-06 21:02:52 WIB,2022-04-06,21:02:52,700,1511585857194582017,newskzb,KZB NEWS,,"Harga Tiket Formula E Jakarta, Mulai 350 Ribuan  https://t.co/5Kdiktme6d",in,[],['https://www.kzbnews.com/2022/04/06/harga-tiket-formula-e-jakarta-mulai-350-ribuan/'],[],0,0,0,[],[],https://twitter.com/NewsKZB/status/1511706005725495304,False,,0,,,,,,,,[],,,,
30,1511705503344349190,1511705503344349190,2022-04-06 21:00:52 WIB,2022-04-06,21:00:52,700,1511665868928737280,sewn99648420,Sewn,,"Harga Tiket Formula E Jakarta, Mulai 350 Ribuan  https://t.co/Y7gb3j3TpX",in,[],['https://newsultrapro.com/harga-tiket-formula-e-jakarta-mulai-350-ribuan/'],[],0,0,0,[],[],https://twitter.com/Sewn99648420/status/1511705503344349190,False,,0,,,,,,,,[],,,,
31,1511703931495522310,1511703931495522310,2022-04-06 20:54:38 WIB,2022-04-06,20:54:38,700,1392091212018978817,aqiaqih,🇲🇨Aqiaqi_heboh,,"Dilema Formula E Jakarta.  Sampai saat ini tiket belum dijual, gelaran F3 tinggal 2 bulan.  Kalau dipaksakan jual tiket,  Sirkuit belum selesai. Kalaupun sirkuit dianggap selesai, kwatirnya kalau FEO menganggap belum standar. Kemungkinan diundur. Keuntungannya dimana???  https://t.co/4tTGduY8nV",in,[],[],"['https://pbs.twimg.com/media/FPqmtTZaQAItUxw.jpg', 'https://pbs.twimg.com/media/FPqmtokaQAEkWM7.jpg']",1,3,5,[],[],https://twitter.com/AqiaqiH/status/1511703931495522310,False,,1,https://pbs.twimg.com/media/FPqmtTZaQAItUxw.jpg,,,,,,,[],,,,
32,1511703706466938889,1511261215808364545,2022-04-06 20:53:44 WIB,2022-04-06,20:53:44,700,1194978102029340673,sigmahalim,SUHALIM,,@LoebisHasian @Parlan_99 @iswantzz @panjianom102 @Mdy_Asmara1701 bukannya formula e sdh duluan ada sebelum ada gelaran di jakarta..? Cara mikirmu gimana sih..??,in,[],[],[],0,0,0,[],[],https://twitter.com/Sigmahalim/status/1511703706466938889,False,,0,,,,,,,,"[{'screen_name': 'LoebisHasian', 'name': 'Loebis Hasian', 'id': '1431435977583513605'}, {'screen_name': 'Parlan_99', 'name': 'Josh Parlan', 'id': '125499347'}, {'screen_name': 'iswantzz', 'name': 'Keropi12', 'id': '299732033'}, {'screen_name': 'panjianom102', 'name': 'Ir.panji SD.SMP.SMA.ST.MT', 'id': '2939656405'}, {'screen_name': 'Mdy_Asmara1701', 'name': 'Maudy Asmara', 'id': '1334853481019056128'}]",,,,
33,1511703053556084744,1511703053556084744,2022-04-06 20:51:08 WIB,2022-04-06,20:51:08,700,47596019,liputan6dotcom,Liputan6.com,,"Bantah Harga Tiket Formula E Jakarta Lebih Mahal dari Negara Lain, Jakpro: Ditentukan Saja Belum  https://t.co/GRzNVEzCM6",in,[],['http://dlvr.it/SN4bR9'],[],0,0,1,[],[],https://twitter.com/liputan6dotcom/status/1511703053556084744,False,,0,,,,,,,,[],,,,
34,1511701110083399682,1511261215808364545,2022-04-06 20:43:25 WIB,2022-04-06,20:43:25,700,1431435977583513605,loebishasian,Loebis Hasian,,@Parlan_99 @Sigmahalim @iswantzz @panjianom102 @Mdy_Asmara1701 Katanya kan Formula E akan mengenalkan Jakarta kepada dunia. Tp yg terjadi Jakarta yg mengenalkan formula E kepada dunia. 🤣🤣🤣,in,[],[],[],1,0,0,[],[],https://twitter.com/LoebisHasian/status/1511701110083399682,False,,0,,,,,,,,"[{'screen_name': 'Parlan_99', 'name': 'Josh Parlan', 'id': '125499347'}, {'screen_name': 'Sigmahalim', 'name': 'SUHALIM', 'id': '1194978102029340673'}, {'screen_name': 'iswantzz', 'name': 'Keropi12', 'id': '299732033'}, {'screen_name': 'panjianom102', 'name': 'Ir.panji SD.SMP.SMA.ST.MT', 'id': '2939656405'}, {'screen_name': 'Mdy_Asmara1701', 'name': 'Maudy Asmara', 'id': '1334853481019056128'}]",,,,
35,1511699144905166852,1511699144905166852,2022-04-06 20:35:36 WIB,2022-04-06,20:35:36,700,18129942,tempodotco,TEMPO.CO,,"Tiket Formula E Jakarta Belum Dijual, Dirut Jakpro: Harga Masih Bisa Diubah  https://t.co/83yFZtKxtF #TempoMetro",in,[],['https://metro.tempo.co/read/1579311/tiket-formula-e-jakarta-belum-dijual-dirut-jakpro-harga-masih-bisa-diubah?utm_source=Twitter&utm_medium=Digital%20Marketing&utm_campaign=dlvrit'],[],0,0,6,['tempometro'],[],https://twitter.com/tempodotco/status/1511699144905166852,False,,0,,,,,,,,[],,,,
36,1511689237154123780,1511689237154123780,2022-04-06 19:56:14 WIB,2022-04-06,19:56:14,700,1406241447339200512,minnies12345678,Minnie S12345678910,,Jakarta 2 hari ini diguyur hujan. Apa kabar Formula E ?..,in,[],[],[],23,4,65,[],[],https://twitter.com/MinnieS12345678/status/1511689237154123780,False,,0,,,,,,,,[],,,,
37,1511672385048842240,1511672385048842240,2022-04-06 18:49:16 WIB,2022-04-06,18:49:16,700,1013331201396912128,cagubnyinyir2,SONTOLOYO,,"Direktur Eksekutif CYPR Dedek Prayudi menilai Gubernur Anies bergaya bangsawan sangat tidak transparan makin kisruh sejak Formula E direncanakan, pengkritik dituding sebagai pembenci   https://t.co/vIQ01527Gx @ArSunantoaris @marsonom97 @hoax_bukan @ByuCyd @LaingenLisa @fajaralam9",in,"[{'screen_name': 'arsunantoaris', 'name': 'pengensadar 👁🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩', 'id': '3320882688'}, {'screen_name': 'marsonom97', 'name': 'tjadipa', 'id': '2468642390'}, {'screen_name': 'hoax_bukan', 'name': 'mereka ulama intolerans :mui s', 'id': '967239903489617922'}, {'screen_name': 'byucyd', 'name': 'dwarapala 🇮🇩', 'id': '1035758255530696704'}, {'screen_name': 'laingenlisa', 'name': 'lai 🇮🇩 nusantara 🇮🇩', 'id': '1978790995'}, {'screen_name': 'fajaralam9', 'name': 'fajar alam', 'id': '737975088'}]",['https://wartaekonomi.co.id/read405550/panas-formula-e-tidak-transparan-pengamat-sebut-anies-baswedan-pakai-kebijakan-bangsawan'],[],0,0,2,[],[],https://twitter.com/cagubnyinyir2/status/1511672385048842240,False,,0,,,,,,,,[],,,,
38,1511665010774224904,1511308366231998469,2022-04-06 18:19:58 WIB,2022-04-06,18:19:58,700,1503594194396659715,khoirul_arkan,Anak Bangsa 🇮🇩,,"@JagaKesatuanRI @yusuf_dumdum Formula E jelas di selenggerkan di Ibu kota Indonesia , Oleh Pemrov DKI Jakarta untuk kesejahteraan Rakyat dan mengangkat Wibawa Indonesia di mata dunia internasional .. IKN apaan ?? Program ga jelas !! Apa kepentingan nya tuk Rakyta Bangsa dan Negara ini ?  Ga jelas !!!",in,[],[],[],0,0,0,[],[],https://twitter.com/khoirul_arkan/status/1511665010774224904,False,,0,,,,,,,,"[{'screen_name': 'JagaKesatuanRI', 'name': 'SETOP BUKAN STOP', 'id': '1418338766687592448'}, {'screen_name': 'yusuf_dumdum', 'name': 'Dumdum', 'id': '2156465923'}]",,,,
39,1511662186854199298,1511662186854199298,2022-04-06 18:08:45 WIB,2022-04-06,18:08:45,700,1036613244977176581,seijinobel,スズキ=政治,,Formula E Jakarta Buang Buang Duit Karena #KelebihanBayar. #AniesTheKingOfOverpayment,in,[],[],[],0,0,0,"['kelebihanbayar', 'aniesthekingofoverpayment']",[],https://twitter.com/SeijiNobel/status/1511662186854199298,False,,0,,,,,,,,[],,,,
40,1511657948409257986,1511657948409257986,2022-04-06 17:51:54 WIB,2022-04-06,17:51:54,700,228558120,akunrec09153247,akun receh,,Kl ada pelanggaran hukum mk siap2 msk bui berjamaah  https://t.co/pL5DfSrtfE  PSI menyoroti pemangkasan kapasitas kursi penonton ajang Formula E Jakarta yang terlampau jauh dari target awal. PSI merasa dibohongi.,in,[],['https://news.detik.com/berita/d-6005378/psi-soroti-target-penonton-formula-e-merosot-kita-dibohongi-berjemaah'],[],0,0,1,[],[],https://twitter.com/akunrec09153247/status/1511657948409257986,False,,0,,,,,,,,[],,,,
41,1511647672934961156,1511647672934961156,2022-04-06 17:11:04 WIB,2022-04-06,17:11:04,700,2718336037,suwandaben,TheDreamIsReal,,"Penyelenggaraan Balap Mobil Listrik Formula E DKI Jakarta dipastikan Tetap Sesuai Jadwal, 4 Juni 2022   https://t.co/4fItoD3RTM",in,[],['https://kbanews.com/hot-news/pdi-p-tak-perlu-cemas-formula-e-tetap-sesuai-jadwal/'],[],0,1,1,[],[],https://twitter.com/SuwandaBen/status/1511647672934961156,False,,0,,,,,,,,[],,,,
42,1511640468332941312,1511640468332941312,2022-04-06 16:42:27 WIB,2022-04-06,16:42:27,700,111431256,stuartgarlick,Stuart Garlick 🐘🏳️‍⚧️🏳️‍🌈,,"Formula E: we're about city street circuits, we'll never race on permanent circus again  Also Formula E:  (photo credit: Ari Wibisono, Jakarta)  https://t.co/IaTIhtBgLI",en,[],[],['https://pbs.twimg.com/media/FPps9-iWQAQFz8F.jpg'],0,0,3,[],[],https://twitter.com/stuartgarlick/status/1511640468332941312,False,,1,https://pbs.twimg.com/media/FPps9-iWQAQFz8F.jpg,,,,,,,[],,,,
43,1511636086229180419,1511636086229180419,2022-04-06 16:25:02 WIB,2022-04-06,16:25:02,700,164950723,eindro76,Habey Esandro,,"Sirkuit Formula E Jakarta 2022, mantap  https://t.co/HVpjIQIegM",in,[],[],['https://pbs.twimg.com/media/FPppAd0acAAhmzr.jpg'],85,187,1008,[],[],https://twitter.com/eindro76/status/1511636086229180419,False,,1,https://pbs.twimg.com/media/FPppAd0acAAhmzr.jpg,,,,,,,[],,,,
